	1000_908	1000	1293_1000	1293_1591	1591	908_1591	908	Phase	X	Y
273	1.41311	0.613571	0.461066	0.89501	0.316083	1.34733	0.445396	1	-13.529023	7.85948
274	1.40325	0.613912	0.463986	0.730215	0.390086	1.12614	0.439644	1	-12.524638	7.85948
275	2.48002	1.84121	0.827132	0.558642	2.72612	0.272601	0.719337	4	-11.520254	7.85948
276	2.1724	2.42646	0.901877	0.705334	3.1026	0.365608	1.09616	4	-9.5114851	7.85948
277	1.84078	2.5801	1.07575	0.892281	3.11061	0.456244	1.37905	4	-8.5071011	7.85948
278	2.21181	2.60016	0.83326	0.659729	3.2841	0.369199	1.17185	4	-7.5027161	7.85948
279	1.73383	2.64201	0.966701	0.786828	3.24599	0.478759	1.51062	4	-6.498332	7.85948
280	1.66431	2.59016	0.990711	0.818573	3.13484	0.508403	1.5483	4	-5.4939475	7.85948
281	1.69797	2.55936	0.885777	0.784854	2.88847	0.529368	1.48842	4	-4.489563	7.85948
282	1.99989	2.56581	0.925068	0.759507	3.12512	0.418535	1.27039	4	-3.4851785	7.85948
283	1.9211	2.75146	0.855318	0.809814	2.90606	0.500374	1.41532	4	-2.480794	7.85948
284	2.09089	2.81057	0.766155	0.762084	2.82558	0.488944	1.34234	4	-1.4764097	7.85948
285	1.82049	2.65429	0.962521	0.838143	3.04818	0.493344	1.45621	4	-0.47202519	7.85948
286	2.0239	2.52135	0.937208	0.821413	2.87679	0.446627	1.24836	4	0.53235924	7.85948
287	1.43467	2.20133	0.972259	0.865815	2.47197	0.637747	1.52921	4	1.5367436	7.85948
288	1.35271	2.32144	1.03236	0.912498	2.62638	0.650079	1.67871	4	2.5411282	7.85948
289	1.38833	2.25601	0.831371	1.05563	1.77674	0.922374	1.59663	3	3.5455124	7.85948
290	1.21733	1.82643	0.839139	1.04944	1.46042	1.02366	1.47875	3	4.5498972	7.85948
291	1.36433	1.61468	0.804655	0.720884	1.80231	0.654061	1.16309	3	5.5542812	7.85948
292	1.35124	2.23244	0.84419	1.03271	1.82491	0.905808	1.63805	3	6.5586658	7.85948
293	1.97483	2.07281	0.76177	0.950929	1.66048	0.657928	1.06639	3	8.5674343	7.85948
294	1.87794	1.84921	0.739677	0.839054	1.63019	0.62391	0.979445	3	9.5718193	7.85948
295	1.82032	2.01057	0.913751	1.01775	1.80512	0.625583	1.10668	3	10.576203	7.85948
296	2.08346	1.94053	0.802856	1.02036	1.52688	0.614418	0.915082	3	11.580588	7.85948
297	1.7817	1.85891	0.856406	0.902679	1.76362	0.606822	1.03844	3	12.584972	7.85948
298	1.90616	1.15825	0.854142	0.778068	1.27149	0.485697	0.603283	3	13.589356	7.85948
299	1.47299	0.653787	0.829548	0.86126	0.629714	0.727475	0.443869	3	14.593741	7.85948
300	1.41506	0.487163	0.611713	1.38985	0.214414	1.61325	0.350964	2	15.598125	7.85948
301	1.18058	0.50552	0.601576	0.768696	0.395616	1.08163	0.429326	1	16.60251	7.85948
302	1.22318	0.696386	0.540626	1.05236	0.357754	1.60072	0.566431	2	17.606895	7.85948
303	1.01346	0.493607	0.660294	1.39807	0.233124	1.9848	0.490974	2	18.611279	7.85948
304	1.61668	0.549424	0.67008	1.24067	0.296742	1.13415	0.343025	2	-19.55533	6.83225
305	1.524	0.663661	0.327518	0.997141	0.217984	2.02445	0.442697	2	-18.550945	6.83225
306	1.42519	0.546472	0.41447	1.01816	0.222457	1.76889	0.386787	2	-17.54656	6.83225
307	1.54176	0.758768	0.515266	0.878111	0.445236	1.11357	0.493794	1	-16.542175	6.83225
308	1.59666	0.637613	0.304998	0.605239	0.321313	1.27299	0.406868	2	-15.537791	6.83225
309	1.09992	0.674255	0.780053	1.30602	0.402717	1.50747	0.612448	1	-14.533407	6.83225
310	1.22487	0.649187	0.669704	0.834522	0.520972	1.03425	0.533785	1	-13.529023	6.83225
311	1.91579	0.71418	0.556036	1.12003	0.354554	1.0689	0.379921	2	-12.524638	6.83225
312	2.0786	2.45877	0.869995	0.609715	3.50838	0.345653	1.17761	4	-11.520254	6.83225
313	2.29884	2.59313	0.928075	0.756341	3.18193	0.366046	1.12473	4	-10.515869	6.83225
314	2.20354	2.64032	0.99357	0.706263	3.71439	0.331282	1.19235	4	-9.5114851	6.83225
315	2.59243	2.20354	0.92924	0.758132	2.70087	0.330255	0.855736	4	-8.5071011	6.83225
316	2.45534	2.24906	1.0551	0.705211	3.36492	0.278097	0.902767	4	-7.5027161	6.83225
317	2.2547	2.49504	0.963981	0.701018	3.43096	0.329592	1.10082	4	-6.498332	6.83225
318	2.03994	2.29915	0.915768	0.788031	2.67183	0.427682	1.10716	4	-5.4939475	6.83225
319	2.34734	2.05546	1.10219	0.840022	2.69697	0.330843	0.861857	4	-4.489563	6.83225
320	1.94815	2.53427	0.888816	0.837326	2.69011	0.497233	1.29477	4	-3.4851785	6.83225
321	2.01871	2.35309	0.912382	0.879899	2.43996	0.481838	1.1445	4	-2.480794	6.83225
322	1.68682	2.51401	0.864179	0.81556	2.66389	0.566653	1.48098	4	-1.4764097	6.83225
323	1.82947	2.56637	0.83012	0.863849	2.46616	0.581717	1.39519	4	-0.47202519	6.83225
324	1.77476	2.57883	0.929495	0.766834	3.12586	0.47427	1.44678	4	0.53235924	6.83225
325	1.66919	2.31547	0.954939	0.826229	2.67618	0.522946	1.36408	4	1.5367436	6.83225
326	1.63386	2.08653	0.850129	0.872962	2.03196	0.629759	1.26236	3	2.5411282	6.83225
327	1.53813	2.45957	0.835845	0.967309	2.1253	0.77102	1.59146	3	3.5455124	6.83225
328	1.34305	1.86782	0.92881	1.03348	1.67865	0.835952	1.38402	3	4.5498972	6.83225
329	1.42271	2.39139	0.789388	0.82236	2.29551	0.75328	1.68254	3	5.5542812	6.83225
330	1.5083	2.63261	0.768809	0.918851	2.20272	0.802689	1.73307	3	6.5586658	6.83225
331	1.77051	2.18387	0.875623	1.06214	1.80038	0.701971	1.22771	3	7.5630503	6.83225
332	1.6109	1.99848	0.981787	1.00659	1.94923	0.643056	1.22683	3	8.5674343	6.83225
333	1.80505	2.28065	0.801181	1.01142	1.80657	0.715692	1.25493	3	9.5718193	6.83225
334	1.81729	1.94154	0.836899	1.17238	1.38596	0.792378	1.06406	3	10.576203	6.83225
335	1.96934	1.53596	0.938398	1.03429	1.39356	0.568902	0.773103	3	11.580588	6.83225
336	1.71518	1.88934	0.814153	0.862014	1.78444	0.636068	1.10049	3	12.584972	6.83225
337	1.61624	1.66384	0.816311	0.72095	1.88392	0.551948	1.01823	3	13.589356	6.83225
338	1.53813	0.833424	0.765434	0.974602	0.654556	0.844183	0.534859	3	14.593741	6.83225
339	1.35688	0.642486	0.509702	1.52586	0.214619	2.25424	0.47445	2	15.598125	6.83225
340	1.47248	0.483852	0.448648	0.853787	0.254255	1.26475	0.331836	1	16.60251	6.83225
341	1.47132	0.464742	0.759258	1.24617	0.283155	1.19628	0.321369	1	17.606895	6.83225
342	1.47125	0.467938	0.708459	1.34308	0.246832	1.278	0.320521	2	18.611279	6.83225
343	1.20725	0.512936	0.531616	0.934579	0.291773	1.51445	0.425076	2	-19.55533	5.80502
344	1.16381	0.566393	0.404151	0.786074	0.291205	1.70892	0.494575	2	-18.550945	5.80502
345	1.19549	0.509262	0.579986	0.872607	0.338486	1.2858	0.426842	1	-17.54656	5.80502
346	1.33219	0.605768	0.555019	1.35967	0.247276	1.81869	0.465626	2	-16.542175	5.80502
347	1.3731	0.84234	0.865854	0.774688	0.941468	0.655057	0.621358	3	-15.537791	5.80502
348	1.4626	0.592355	0.731695	1.55053	0.279532	1.53326	0.416079	2	-14.533407	5.80502
349	1.10274	0.573328	0.678666	1.5087	0.257903	2.01348	0.529834	2	-13.529023	5.80502
350	1.7854	0.613979	0.439166	1.04616	0.257742	1.42263	0.347731	2	-12.524638	5.80502
351	1.44291	2.61954	0.883633	0.728069	3.17926	0.582392	1.8016	4	-11.520254	5.80502
352	1.92112	3.07184	0.90031	0.692409	3.99418	0.405628	1.57412	4	-10.515869	5.80502
353	2.32411	2.43357	0.963761	0.74321	3.15574	0.340062	1.03813	4	-9.5114851	5.80502
354	2.58006	2.11711	0.896937	0.694154	2.73557	0.305603	0.812747	4	-8.5071011	5.80502
355	1.94634	2.32651	0.864636	0.669327	3.00539	0.406045	1.18367	4	-7.5027161	5.80502
356	2.55089	2.14484	0.947623	0.777224	2.61508	0.323975	0.817448	4	-6.498332	5.80502
357	2.24988	2.07527	0.926201	0.685613	2.80351	0.338927	0.918157	4	-5.4939475	5.80502
358	2.12883	2.29687	0.975501	0.782587	2.86307	0.385124	1.06202	4	-4.489563	5.80502
359	2.00165	2.20686	0.972404	0.756133	2.83807	0.404569	1.10851	4	-3.4851785	5.80502
360	2.21462	2.55983	0.822825	0.734783	2.86655	0.416642	1.15898	4	-2.480794	5.80502
361	1.72972	2.70791	0.76853	0.944552	2.20328	0.726216	1.56392	3	-1.4764097	5.80502
362	1.64646	2.81153	0.870712	0.897603	2.7273	0.643451	1.71477	4	-0.47202519	5.80502
363	1.63721	2.43638	0.792632	0.931655	2.07282	0.735433	1.48127	3	0.53235924	5.80502
364	1.52085	2.43992	0.941855	1.02905	2.23317	0.744138	1.61175	3	1.5367436	5.80502
365	1.37319	1.96158	0.994329	0.888529	2.19515	0.663076	1.42133	3	2.5411282	5.80502
366	1.47424	2.13726	0.947706	1.055	1.9199	0.76868	1.45183	3	3.5455124	5.80502
367	1.59384	1.88165	0.870825	1.13361	1.44546	0.823358	1.16336	3	4.5498972	5.80502
368	1.61986	2.24139	0.787913	0.93745	1.88386	0.736458	1.35686	3	5.5542812	5.80502
369	2.29678	1.8692	0.848825	1.01857	1.55769	0.528671	0.799082	3	6.5586658	5.80502
370	1.95181	1.68115	0.892048	0.964632	1.55465	0.575586	0.856844	3	7.5630503	5.80502
371	2.00562	1.97134	0.788174	0.981254	1.58344	0.627114	0.969674	3	8.5674343	5.80502
372	1.85681	2.00928	0.944675	1.15295	1.64632	0.6666	1.06713	3	9.5718193	5.80502
373	2.13742	1.5795	0.965545	1.08693	1.4031	0.534534	0.732145	3	10.576203	5.80502
374	1.66292	1.87413	0.760261	1.132	1.25868	0.909518	1.11274	3	11.580588	5.80502
375	2.28317	1.68439	0.940447	0.994029	1.59359	0.46381	0.721066	3	12.584972	5.80502
376	1.60363	1.377	0.983057	0.782929	1.72898	0.509201	0.857526	3	13.589356	5.80502
377	1.58074	0.960984	0.795824	1.04465	0.732089	0.836851	0.606278	3	14.593741	5.80502
378	1.18457	0.671671	0.539383	0.903861	0.400823	1.39522	0.562126	1	15.598125	5.80502
379	1.2944	0.449492	0.660914	0.904986	0.328265	1.05628	0.352595	1	16.60251	5.80502
380	1.41895	0.590403	0.670599	0.817481	0.484321	0.863658	0.411987	1	17.606895	5.80502
381	1.20319	0.60852	0.770999	1.21677	0.385586	1.31593	0.509103	1	18.611279	5.80502
382	1.15993	0.609699	0.370193	0.70295	0.321084	1.67773	0.532674	2	-19.55533	4.7778
383	1.3749	0.76344	0.425947	0.84066	0.386821	1.42993	0.559009	2	-18.550945	4.7778
384	1.21294	0.495674	0.292317	0.526371	0.27527	1.51589	0.410137	2	-17.54656	4.7778
385	1.23546	0.556581	0.579818	1.61155	0.200252	2.19644	0.459236	2	-16.542175	4.7778
386	1.392	0.478406	0.619283	1.20817	0.245221	1.42423	0.340477	2	-15.537791	4.7778
387	1.1377	0.540492	0.518843	0.982039	0.28556	1.67225	0.471942	2	-14.533407	4.7778
388	1.45998	0.514555	0.674656	1.28563	0.270022	1.29493	0.35824	2	-13.529023	4.7778
389	1.30937	0.610584	0.558841	1.04562	0.326332	1.38481	0.459723	1	-12.524638	4.7778
390	1.38489	2.79497	0.789223	0.757091	2.91359	0.714345	2.00391	4	-11.520254	4.7778
391	1.82406	2.88519	0.895767	0.682993	3.78401	0.420375	1.55789	4	-10.515869	4.7778
392	2.35412	2.13006	0.941096	0.749928	2.67304	0.34887	0.900191	4	-9.5114851	4.7778
393	2.16603	2.01463	0.873228	0.698362	2.51909	0.38464	0.941063	4	-8.5071011	4.7778
394	2.39655	2.03282	0.860244	0.716799	2.43963	0.357702	0.841617	4	-7.5027161	4.7778
395	2.0947	2.47908	1.05341	0.684199	3.81685	0.318362	1.18768	4	-6.498332	4.7778
396	2.59762	2.13508	0.820806	0.652067	2.68759	0.316372	0.82286	4	-5.4939475	4.7778
397	2.24523	2.15345	0.9259	0.773058	2.57921	0.379274	0.95107	4	-4.489563	4.7778
398	2.52984	2.33093	0.810901	0.763739	2.47487	0.383048	0.915196	4	-3.4851785	4.7778
399	2.26185	2.32504	0.822683	0.816198	2.34351	0.449362	1.02409	4	-2.480794	4.7778
400	1.7889	2.15974	1.18777	0.879476	2.91683	0.413719	1.18566	4	-1.4764097	4.7778
401	2.02692	2.53992	0.728996	0.894983	2.06885	0.613641	1.24188	3	-0.47202519	4.7778
402	1.60699	2.37991	0.903124	0.828009	2.59581	0.592908	1.48342	4	0.53235924	4.7778
403	1.42362	2.58525	1.1337	0.854315	3.43071	0.530421	1.79053	4	1.5367436	4.7778
404	1.64329	2.26897	0.825822	0.904966	2.07053	0.677291	1.36246	3	2.5411282	4.7778
405	1.83508	2.24997	0.837328	0.924792	2.03718	0.601586	1.20229	3	3.5455124	4.7778
406	1.92146	1.94816	0.844353	1.03552	1.58851	0.654087	1.00611	3	4.5498972	4.7778
407	2.09952	1.87733	0.876111	1.03541	1.5885	0.575735	0.893721	3	5.5542812	4.7778
408	2.00525	2.10768	0.874887	1.19963	1.53713	0.693689	1.05388	3	6.5586658	4.7778
409	1.95831	2.03622	0.911001	0.939402	1.97465	0.537939	1.03145	3	7.5630503	4.7778
410	2.28916	1.85474	0.796581	1.04081	1.41951	0.584678	0.812901	3	8.5674343	4.7778
411	2.02208	1.62943	0.861239	1.02743	1.36586	0.599564	0.795156	3	9.5718193	4.7778
412	2.34579	1.58449	0.894379	1.11402	1.2721	0.561416	0.685994	3	10.576203	4.7778
413	1.78602	1.66997	0.78044	0.97388	1.33827	0.708646	0.925871	3	11.580588	4.7778
414	1.87736	1.42781	0.952658	1.07668	1.26334	0.615649	0.754794	3	12.584972	4.7778
415	2.10832	1.25849	0.820207	0.935708	1.10315	0.561896	0.605826	3	13.589356	4.7778
416	1.43772	0.710156	0.958467	0.99702	0.682695	0.74656	0.497167	3	14.593741	4.7778
417	1.08364	0.504907	0.658653	0.678769	0.489943	0.921	0.462329	1	15.598125	4.7778
418	1.43916	0.576108	0.446648	0.952849	0.27005	1.48197	0.404803	2	16.60251	4.7778
419	1.38752	0.488649	0.579266	0.988156	0.286451	1.2828	0.361664	1	17.606895	4.7778
420	1.08261	0.61327	0.624036	0.885736	0.432073	1.32631	0.568751	1	18.611279	4.7778
421	1.31963	0.68651	0.486984	1.09413	0.305558	1.71694	0.524597	2	-19.55533	3.75057
422	1.22217	0.567464	0.465301	0.863367	0.305828	1.55048	0.472904	2	-18.550945	3.75057
423	1.36804	0.474744	0.572832	0.950091	0.286234	1.20734	0.342975	1	-17.54656	3.75057
424	1.40506	0.620857	0.547085	1.23895	0.274153	1.59882	0.446844	2	-16.542175	3.75057
425	1.2127	0.535007	0.744988	1.38776	0.287206	1.52854	0.434146	2	-15.537791	3.75057
426	1.50733	0.468864	0.731603	1.46298	0.234469	1.30091	0.311834	2	-14.533407	3.75057
427	1.63353	0.583159	0.360667	0.830484	0.253258	1.50392	0.360625	2	-13.529023	3.75057
428	1.40395	0.773694	0.645725	0.824123	0.606212	0.929965	0.551422	3	-12.524638	3.75057
429	2.31516	1.86023	0.881675	0.575778	2.84853	0.286879	0.795467	4	-11.520254	3.75057
430	2.24705	2.39407	0.885448	0.717898	2.95283	0.366835	1.05345	4	-10.515869	3.75057
431	2.22184	2.27758	0.924463	0.70697	2.97826	0.353625	1.01974	4	-9.5114851	3.75057
432	2.19058	2.44436	0.834849	0.730546	2.79336	0.40844	1.10097	4	-8.5071011	3.75057
433	2.52215	1.97697	0.956064	0.794589	2.37873	0.334323	0.767789	4	-7.5027161	3.75057
434	2.22016	2.22217	0.783373	0.761644	2.28557	0.447615	0.988189	4	-6.498332	3.75057
435	2.45553	2.18205	0.90708	0.837798	2.3625	0.385788	0.881124	4	-5.4939475	3.75057
436	2.1776	2.21037	0.863002	0.810983	2.35215	0.437732	1.00009	4	-4.489563	3.75057
437	2.2819	2.25877	0.88861	0.840571	2.38787	0.423717	0.977146	4	-3.4851785	3.75057
438	2.28923	2.24064	1.01425	0.908501	2.50144	0.401369	0.973576	4	-2.480794	3.75057
439	2.34096	2.36823	0.823094	0.863326	2.25786	0.467465	1.0075	4	-1.4764097	3.75057
440	1.92815	2.45443	0.78671	0.94128	2.05138	0.619014	1.25258	3	-0.47202519	3.75057
441	1.73043	2.31525	0.832243	0.97096	1.98448	0.693755	1.33117	3	0.53235924	3.75057
442	1.69622	2.49327	0.851777	0.889292	2.38809	0.617267	1.45341	4	2.5411282	3.75057
443	1.63692	2.45595	1.00673	1.01081	2.44602	0.623736	1.5012	4	3.5455124	3.75057
444	1.85256	2.30131	0.812754	0.991025	1.88734	0.671767	1.23379	3	4.5498972	3.75057
445	2.06303	1.93553	0.883744	0.890493	1.92086	0.493021	0.934953	4	5.5542812	3.75057
446	1.86685	1.84298	0.707287	0.808567	1.61213	0.623289	0.975443	3	6.5586658	3.75057
447	1.96751	1.89816	0.726457	1.14283	1.2066	0.819223	0.957607	3	7.5630503	3.75057
448	1.78894	2.13445	0.974074	0.809876	2.5672	0.466083	1.18447	4	8.5674343	3.75057
449	1.93221	1.61362	0.812735	1.26459	1.03705	0.823925	0.82805	3	9.5718193	3.75057
450	1.83919	1.55279	0.829673	1.17585	1.09564	0.768494	0.830569	3	10.576203	3.75057
451	2.0281	1.3534	0.980969	1.18231	1.12293	0.602479	0.666271	3	11.580588	3.75057
452	1.69832	1.48045	0.884371	0.985884	1.32802	0.670435	0.866292	3	12.584972	3.75057
453	2.04084	1.36665	0.60325	0.812946	1.01413	0.703431	0.680064	3	13.589356	3.75057
454	1.69711	0.686699	0.74908	0.911124	0.564569	0.735538	0.406027	3	14.593741	3.75057
455	1.1447	0.552063	0.749522	1.20476	0.343459	1.37553	0.484788	1	15.598125	3.75057
456	1.42003	0.450908	0.739433	1.57105	0.212225	1.52049	0.32065	2	16.60251	3.75057
457	1.54373	0.49942	0.850004	1.49519	0.283917	1.1236	0.325883	2	17.606895	3.75057
458	1.38678	0.637219	0.583602	1.36039	0.273364	1.7021	0.465025	2	18.611279	3.75057
459	1.54693	0.544239	0.663875	1.64232	0.219998	1.63614	0.357241	2	-19.55533	2.72334
460	1.27705	0.673819	0.431093	0.849427	0.34197	1.56383	0.522599	2	-18.550945	2.72334
461	1.28478	0.529213	0.557717	1.41554	0.208507	2.01033	0.415592	2	-17.54656	2.72334
462	1.13287	0.660204	0.621189	1.30635	0.313937	1.94005	0.589847	2	-16.542175	2.72334
463	1.31143	0.631807	0.379581	1.11803	0.214505	2.29208	0.494276	2	-15.537791	2.72334
464	1.96586	0.515499	0.267263	0.799293	0.17237	1.51911	0.262783	2	-14.533407	2.72334
465	1.1894	0.656294	0.52038	0.935776	0.364961	1.5713	0.570829	1	-13.529023	2.72334
466	1.41072	0.583323	0.472656	0.937329	0.294145	1.45426	0.418682	2	-12.524638	2.72334
467	2.05779	2.0291	0.937101	0.632671	3.00547	0.336897	0.981769	4	-11.520254	2.72334
468	2.34164	2.89772	0.892755	0.716089	3.61262	0.350482	1.22172	4	-10.515869	2.72334
469	1.95575	2.54481	0.963661	0.805745	3.04356	0.439708	1.30011	4	-9.5114851	2.72334
470	1.88567	2.39121	1.02548	0.764738	3.20649	0.403472	1.25632	4	-8.5071011	2.72334
471	1.90504	2.50844	0.870506	0.751773	2.90462	0.465031	1.30554	4	-7.5027161	2.72334
472	2.00645	2.24627	0.855429	0.747394	2.57097	0.453202	1.12182	4	-6.498332	2.72334
473	2.04097	2.37821	0.836447	0.856441	2.32269	0.516664	1.16131	4	-5.4939475	2.72334
474	2.43438	2.11626	0.726028	0.800115	1.9203	0.462836	0.859762	4	-4.489563	2.72334
475	1.97714	2.22678	0.829348	0.902296	2.04675	0.557907	1.11157	4	-3.4851785	2.72334
476	1.913	2.27673	0.979171	0.98615	2.26061	0.535555	1.17934	4	-2.480794	2.72334
477	2.01805	2.21257	0.800234	0.891022	1.98712	0.56459	1.08392	3	-1.4764097	2.72334
478	2.41397	2.09132	0.731331	0.945067	1.61835	0.550692	0.859983	3	-0.47202519	2.72334
479	2.22794	2.13098	0.785167	0.968218	1.7281	0.570683	0.952975	3	0.53235924	2.72334
480	1.92902	2.36234	0.864003	0.942134	2.16643	0.577856	1.22697	4	1.5367436	2.72334
481	1.93007	2.05289	0.823806	0.957276	1.76666	0.615383	1.06021	3	2.5411282	2.72334
482	1.81313	2.22064	0.848872	0.925899	2.0359	0.601021	1.19989	3	3.5455124	2.72334
483	2.0192	1.87942	0.836791	0.989481	1.5894	0.602459	0.9249	3	4.5498972	2.72334
484	2.28287	1.77681	0.730422	1.01453	1.27923	0.612654	0.758986	3	5.5542812	2.72334
485	1.98381	1.84456	0.881149	1.03167	1.57544	0.618901	0.939943	3	6.5586658	2.72334
486	1.91462	2.11126	0.741386	1.09834	1.42511	0.781947	1.08562	3	7.5630503	2.72334
487	1.86565	2.0347	0.677473	0.863542	1.59628	0.695179	1.08902	3	8.5674343	2.72334
488	1.78739	2.03838	0.957513	0.876536	2.2267	0.523562	1.14218	4	9.5718193	2.72334
489	1.70292	1.51459	0.898068	1.08493	1.25372	0.720727	0.879112	3	10.576203	2.72334
490	1.69362	1.43641	0.96287	1.10224	1.25478	0.691058	0.837853	3	11.580588	2.72334
491	1.9434	1.22022	0.961287	1.14444	1.02494	0.628515	0.624038	3	12.584972	2.72334
492	1.82237	1.37288	0.748872	1.00303	1.025	0.75059	0.760753	3	13.589356	2.72334
493	1.40251	0.839019	0.775128	0.868208	0.749068	0.80454	0.596045	3	14.593741	2.72334
494	1.55839	0.605731	0.540873	0.749935	0.43687	0.924014	0.393418	1	15.598125	2.72334
495	1.22322	0.623545	0.546914	1.25395	0.271962	1.85679	0.513661	2	16.60251	2.72334
496	1.28846	0.517762	0.530261	1.03658	0.264861	1.55082	0.39666	2	17.606895	2.72334
497	1.36525	0.462205	0.428087	0.724622	0.273058	1.23163	0.338332	1	18.611279	2.72334
498	1.15866	0.70374	0.989728	1.03715	0.671563	0.909897	0.608157	3	-19.55533	1.69612
499	1.34965	0.44491	0.782062	1.40812	0.2471	1.31793	0.326735	2	-18.550945	1.69612
500	1.24908	0.63671	0.645244	1.51124	0.271852	1.85544	0.511202	2	-17.54656	1.69612
501	1.47083	0.576742	0.689937	1.38277	0.287766	1.41043	0.39945	2	-16.542175	1.69612
502	1.21183	0.668668	0.577678	1.38961	0.277973	1.95721	0.557335	2	-15.537791	1.69612
503	1.13871	0.489172	0.502967	1.21961	0.201734	2.15261	0.42773	2	-14.533407	1.69612
504	1.23612	0.475653	0.62602	1.08165	0.275291	1.44163	0.387394	2	-13.529023	1.69612
505	1.52715	0.592503	0.522152	1.00686	0.307269	1.28639	0.39218	2	-12.524638	1.69612
506	1.78628	1.24269	0.877591	0.65475	1.66563	0.424421	0.681723	3	-11.520254	1.69612
507	2.37038	2.61124	0.897837	0.710261	3.30086	0.347262	1.10043	4	-10.515869	1.69612
508	2.22743	2.37273	0.801428	0.682992	2.78418	0.389157	1.05251	4	-9.5114851	1.69612
509	2.33329	2.27926	0.876146	0.826996	2.41472	0.415982	0.974839	4	-8.5071011	1.69612
510	2.05282	2.44283	0.97881	0.839848	2.84703	0.426356	1.185	4	-7.5027161	1.69612
511	2.07583	2.23311	0.88284	0.866279	2.2758	0.485058	1.06746	4	-6.498332	1.69612
512	2.26851	2.25127	0.990169	0.983545	2.26643	0.44828	0.981057	4	-5.4939475	1.69612
513	2.12895	2.21491	0.915366	0.920688	2.20211	0.47501	1.0214	4	-4.489563	1.69612
514	2.27564	2.24557	0.796992	0.873552	2.04876	0.489276	0.978549	4	-3.4851785	1.69612
515	2.02205	2.28148	0.788717	0.945993	1.90217	0.60429	1.11639	3	-2.480794	1.69612
516	2.05505	1.84763	0.89552	0.796195	2.07812	0.438131	0.885193	4	-1.4764097	1.69612
517	1.92677	2.13654	0.894127	0.979716	1.94989	0.583044	1.10346	3	-0.47202519	1.69612
518	2.32477	1.86609	0.831827	0.932389	1.66482	0.488889	0.791171	3	0.53235924	1.69612
519	1.99262	1.88544	0.828149	0.944985	1.65233	0.5863	0.939331	3	1.5367436	1.69612
520	1.78884	2.30806	0.832125	1.16628	1.64677	0.799633	1.27441	3	2.5411282	1.69612
521	1.93099	1.88228	0.85014	0.99967	1.60073	0.623065	0.971648	3	3.5455124	1.69612
522	1.90164	2.0185	0.87751	1.07568	1.64665	0.661937	1.05658	3	4.5498972	1.69612
523	2.06809	1.84899	0.911971	1.04402	1.61513	0.572142	0.901413	3	5.5542812	1.69612
524	1.70327	1.96775	0.808967	1.07247	1.48428	0.806357	1.1558	3	6.5586658	1.69612
525	1.75293	1.94818	0.864117	0.865279	1.94556	0.581935	1.1128	3	7.5630503	1.69612
526	1.65687	1.93351	0.806206	0.956234	1.63015	0.730615	1.1538	3	8.5674343	1.69612
527	2.08539	1.79681	0.826909	0.989579	1.50145	0.575316	0.84934	3	9.5718193	1.69612
528	1.92684	1.37136	1.05277	1.13432	1.27278	0.584946	0.720991	3	10.576203	1.69612
529	1.89232	1.24011	0.889526	1.07634	1.02488	0.652961	0.651358	3	11.580588	1.69612
530	1.98096	1.22929	0.756558	0.99349	0.936124	0.675283	0.617414	3	12.584972	1.69612
531	1.43555	1.28861	0.796641	0.865241	1.18644	0.778404	0.895405	3	13.589356	1.69612
532	1.75357	0.686977	0.811231	0.881751	0.632035	0.62698	0.394948	3	14.593741	1.69612
533	1.15916	0.517373	0.911217	1.37792	0.342137	1.29011	0.455659	1	15.598125	1.69612
534	1.24906	0.637843	0.44485	0.833824	0.340293	1.52444	0.515389	1	16.60251	1.69612
535	1.19484	0.533065	0.679869	0.97174	0.372954	1.19747	0.44762	1	17.606895	1.69612
536	1.28007	0.657818	0.505205	1.23013	0.270162	1.87787	0.517075	2	18.611279	1.69612
537	1.29258	0.54752	0.346528	0.692418	0.274012	1.52794	0.425014	2	-19.55533	0.668892
538	1.43728	0.452886	0.638993	1.53925	0.188008	1.68252	0.319253	2	-18.550945	0.668892
539	1.37693	0.582187	0.532935	1.18878	0.260996	1.62397	0.42771	2	-17.54656	0.668892
540	1.79481	0.515102	0.342054	0.919423	0.191634	1.49651	0.285612	2	-16.542175	0.668892
541	1.38	0.61588	0.590176	1.09034	0.333362	1.34698	0.452646	1	-15.537791	0.668892
542	1.28699	0.550123	0.476237	0.909061	0.288198	1.49595	0.431144	2	-14.533407	0.668892
543	1.30221	0.554165	0.731517	1.07409	0.377419	1.14051	0.429593	1	-13.529023	0.668892
544	1.24676	0.755281	0.489408	0.991467	0.372822	1.60825	0.604656	2	-12.524638	0.668892
545	1.63473	0.859509	0.72998	0.786841	0.797395	0.676793	0.520492	3	-11.520254	0.668892
546	2.17455	2.58552	0.922838	0.767082	3.11051	0.387412	1.17715	4	-9.5114851	0.668892
547	2.26443	2.40178	0.930578	0.912356	2.44975	0.442483	1.05658	4	-8.5071011	0.668892
548	2.37046	2.15103	0.911794	0.912623	2.14908	0.42728	0.890344	4	-7.5027161	0.668892
549	1.85616	2.16398	0.917386	0.920449	2.15678	0.553632	1.16359	4	-6.498332	0.668892
550	1.91838	2.16203	0.789704	0.851417	2.00532	0.56417	1.10406	3	-5.4939475	0.668892
551	1.98054	2.13066	0.858961	1.04707	1.74788	0.629973	1.06753	3	-4.489563	0.668892
