	1000_908	1000	1293_1000	1293_1591	1591	908_1591	908	Phase	X	Y
552	2.11114	1.97659	0.765092	0.894393	1.69084	0.575815	0.939102	3	-3.4851785	0.668892
553	2.0859	1.69754	0.90784	0.965672	1.59588	0.518311	0.806715	3	-2.480794	0.668892
554	1.84804	2.39386	0.99848	0.844442	2.83053	0.464475	1.28995	4	-1.4764097	0.668892
555	2.23611	1.88342	0.917893	0.958008	1.80455	0.474779	0.834437	3	-0.47202519	0.668892
556	2.10349	1.90841	0.845079	1.00691	1.60169	0.57883	0.909337	3	0.53235924	0.668892
557	2.03148	1.7824	0.880347	1.05019	1.49414	0.601984	0.873573	3	1.5367436	0.668892
558	1.87502	1.83375	0.81363	0.999628	1.49255	0.672962	0.968418	3	2.5411282	0.668892
559	1.70043	1.90802	0.811624	1.11407	1.39004	0.822867	1.11166	3	3.5455124	0.668892
560	1.80361	1.86174	0.772409	1.01489	1.41693	0.728562	1.02959	3	4.5498972	0.668892
561	1.73902	1.62549	0.769172	0.956256	1.30748	0.729348	0.926787	3	5.5542812	0.668892
562	1.92005	1.52083	0.76686	0.829805	1.40546	0.567249	0.788105	3	6.5586658	0.668892
563	1.77821	1.55031	0.902412	1.34231	1.04225	0.860316	0.876727	3	7.5630503	0.668892
564	1.72227	1.71747	0.848742	1.06438	1.36952	0.738663	0.989416	3	8.5674343	0.668892
565	1.81476	1.28829	0.921339	1.15544	1.02728	0.706445	0.716303	3	9.5718193	0.668892
566	1.67883	1.33825	0.854468	1.09631	1.04304	0.779532	0.79201	3	10.576203	0.668892
567	2.24597	1.06038	0.561284	0.675614	0.88094	0.550891	0.468398	3	11.580588	0.668892
568	1.66855	1.3566	0.982818	0.648382	2.05634	0.402651	0.816723	3	12.584972	0.668892
569	1.38509	0.551164	0.544167	0.852661	0.351752	1.15443	0.399	1	13.589356	0.668892
570	1.19721	0.479826	0.641167	1.47294	0.208867	2.01571	0.40515	2	14.593741	0.668892
571	1.5284	0.500445	0.520326	0.919016	0.283341	1.24497	0.337474	2	15.598125	0.668892
572	1.43725	0.520723	0.521399	1.08349	0.250583	1.45895	0.36707	2	16.60251	0.668892
573	1.56581	0.650155	0.736241	1.01417	0.471981	0.896958	0.422232	1	17.606895	0.668892
574	1.51835	0.619021	0.508972	1.03508	0.304386	1.35381	0.408633	2	18.611279	0.668892
575	1.63296	0.623102	0.886684	1.46161	0.378004	1.00749	0.381722	1	-19.55533	-0.358335
576	1.3298	0.60154	0.7168	1.23412	0.349385	1.28935	0.464215	1	-18.550945	-0.358335
577	1.42242	0.4855	0.479658	0.865488	0.269066	1.2653	0.342352	1	-17.54656	-0.358335
578	1.21633	1.03885	1.04055	0.784235	1.37839	0.62318	0.85729	3	-16.542175	-0.358335
579	1.73497	0.451657	0.706671	1.08651	0.29376	0.927148	0.265418	2	-15.537791	-0.358335
580	1.66016	0.645703	0.471925	0.835121	0.364886	1.06359	0.39208	1	-14.533407	-0.358335
581	1.39341	0.536306	0.473107	0.907006	0.279745	1.34447	0.382978	1	-13.529023	-0.358335
582	1.27321	0.761484	0.507168	0.928786	0.415812	1.44184	0.602621	1	-12.524638	-0.358335
583	1.58235	0.610693	0.481989	0.868281	0.339	1.1354	0.378951	1	-11.520254	-0.358335
584	2.09124	2.27881	0.926578	0.935642	2.25673	0.488521	1.07949	4	-9.5114851	-0.358335
585	2.34911	1.84393	0.965568	0.963257	1.84835	0.436735	0.773501	4	-8.5071011	-0.358335
586	1.74424	2.16624	0.893773	0.9394	2.06102	0.622856	1.25398	3	-7.5027161	-0.358335
587	1.7852	2.63454	1.00484	0.78779	3.36041	0.43823	1.45185	4	-6.498332	-0.358335
588	1.89092	2.10436	0.884469	1.12489	1.65459	0.682478	1.10129	3	-5.4939475	-0.358335
589	1.94855	2.31709	0.821615	0.850317	2.23888	0.528823	1.16585	4	-4.489563	-0.358335
590	2.20478	1.86427	0.761553	1.07234	1.32397	0.646713	0.829382	3	-3.4851785	-0.358335
591	2.46453	1.72471	0.831444	0.78624	1.82387	0.3939	0.69143	4	-2.480794	-0.358335
592	1.85789	2.25463	0.931966	1.00485	2.0911	0.593574	1.21042	3	-1.4764097	-0.358335
593	1.90892	2.27395	1.04601	0.929015	2.5603	0.471952	1.18631	4	-0.47202519	-0.358335
594	1.88957	1.95675	0.809254	0.925835	1.71036	0.610814	1.0332	3	0.53235924	-0.358335
595	2.03256	1.76596	0.753943	1.07401	1.23968	0.720223	0.867517	3	1.5367436	-0.358335
596	1.80732	2.11633	1.00243	0.855913	2.4786	0.479571	1.16647	4	2.5411282	-0.358335
597	1.8908	1.74669	0.819979	1.083	1.32248	0.720908	0.912023	3	3.5455124	-0.358335
598	1.66612	1.76543	0.786706	1.24312	1.11725	0.976912	1.05607	3	4.5498972	-0.358335
599	1.71621	1.81696	0.995513	0.993735	1.82021	0.594545	1.06149	3	5.5542812	-0.358335
600	1.731	1.48143	0.916673	1.12338	1.20884	0.720852	0.857869	3	6.5586658	-0.358335
601	1.56282	1.56245	0.899346	1.12339	1.25085	0.824005	0.991833	3	7.5630503	-0.358335
602	1.71604	1.21564	0.763909	1.05686	0.878681	0.810382	0.699538	3	8.5674343	-0.358335
603	1.68646	1.64403	0.779875	0.830481	1.54385	0.655074	0.977871	3	9.5718193	-0.358335
604	1.4729	1.82811	0.803974	0.762439	1.9277	0.662759	1.24461	3	10.576203	-0.358335
605	1.66221	0.702232	0.732899	0.75744	0.67948	0.654307	0.428566	3	11.580588	-0.358335
606	1.52753	0.633427	0.418326	0.864016	0.306683	1.34748	0.41423	2	12.584972	-0.358335
607	1.23662	0.637942	0.593298	1.18243	0.320094	1.65616	0.524593	2	13.589356	-0.358335
608	1.10908	0.653846	0.638073	1.13109	0.368851	1.53712	0.589646	1	14.593741	-0.358335
609	1.13044	0.369409	0.601583	0.906128	0.245253	1.43023	0.331657	2	15.598125	-0.358335
610	1.14568	0.609947	0.55353	0.954944	0.353554	1.54117	0.537503	1	16.60251	-0.358335
611	1.47263	0.55407	0.608126	1.40123	0.240463	1.49958	0.372848	2	17.606895	-0.358335
612	1.36109	0.813556	0.866307	0.976068	0.722071	0.853126	0.595727	3	18.611279	-0.358335
613	1.42129	0.489153	0.392985	0.820441	0.234301	1.56401	0.347963	2	-19.55533	-1.38556
614	1.22541	0.684811	0.620304	1.03072	0.412131	1.35474	0.560529	1	-18.550945	-1.38556
615	1.38206	0.659758	0.613943	1.40867	0.287542	1.67567	0.486157	2	-17.54656	-1.38556
616	1.24414	0.663426	0.49006	0.948903	0.342626	1.55555	0.536999	1	-16.542175	-1.38556
617	1.20163	0.560398	0.654978	0.958353	0.382999	1.17554	0.462349	1	-15.537791	-1.38556
618	1.20054	0.625565	0.727488	1.56504	0.290785	1.81734	0.52403	2	-14.533407	-1.38556
619	1.17519	0.720862	0.819685	1.02813	0.574714	1.08689	0.620813	1	-13.529023	-1.38556
620	1.36911	0.60558	0.418428	0.83668	0.302853	1.47176	0.446957	2	-12.524638	-1.38556
621	1.58984	0.717505	0.494306	1.11416	0.318328	1.46245	0.456151	2	-11.520254	-1.38556
622	2.3703	2.68562	0.896811	0.810712	2.97083	0.392937	1.12004	4	-10.515869	-1.38556
623	2.1304	2.40144	0.784907	0.924843	2.03808	0.557815	1.11322	4	-9.5114851	-1.38556
624	1.84933	2.0761	0.806187	1.01229	1.6534	0.696718	1.11268	3	-8.5071011	-1.38556
625	2.18834	1.94182	0.738146	1.07688	1.33102	0.669697	0.879382	3	-7.5027161	-1.38556
626	1.65475	1.88707	0.863654	0.959167	1.69916	0.686501	1.12974	3	-6.498332	-1.38556
627	1.69161	2.04513	0.844954	0.893823	1.93331	0.638929	1.19739	3	-5.4939475	-1.38556
628	1.63439	2.32922	0.761511	0.951342	1.86445	0.779201	1.42903	3	-4.489563	-1.38556
629	1.80377	2.13724	0.741498	1.00359	1.57909	0.771111	1.17884	3	-3.4851785	-1.38556
630	1.8478	2.13355	0.693727	0.837111	1.7681	0.659984	1.14199	3	-2.480794	-1.38556
631	2.06888	1.72374	0.851099	1.15628	1.26879	0.667863	0.823976	3	-1.4764097	-1.38556
632	1.75837	2.00795	0.806801	1.07372	1.50879	0.770277	1.13613	3	-0.47202519	-1.38556
633	1.80816	1.657	0.800028	1.02952	1.28764	0.711234	0.89798	3	0.53235924	-1.38556
634	1.87869	2.00069	0.650935	0.979827	1.32913	0.810699	1.06945	3	1.5367436	-1.38556
635	1.44894	1.5931	0.890229	1.1528	1.23024	0.909213	1.09045	3	2.5411282	-1.38556
636	1.78804	1.60736	0.928981	1.18745	1.25749	0.729141	0.89596	3	3.5455124	-1.38556
637	1.6762	1.6241	0.752857	1.01976	1.19902	0.824208	0.96214	3	4.5498972	-1.38556
638	1.9009	1.69913	0.818995	1.02534	1.35718	0.670501	0.894063	3	5.5542812	-1.38556
639	1.80837	1.65435	1.02245	0.888546	1.90366	0.489002	0.916688	4	6.5586658	-1.38556
640	1.57584	1.42984	0.809763	0.959594	1.20658	0.782353	0.901463	3	7.5630503	-1.38556
641	1.871	1.43679	0.756338	0.671196	1.61905	0.488666	0.762594	3	8.5674343	-1.38556
642	1.4121	0.833265	0.970822	0.807645	1.00162	0.594118	0.585428	3	9.5718193	-1.38556
643	1.25446	0.824078	0.682566	0.968588	0.580729	1.12586	0.658663	1	10.576203	-1.38556
644	0.960394	0.465785	0.638585	1.21636	0.244537	1.95591	0.489425	2	11.580588	-1.38556
645	1.27469	0.503768	0.45821	1.06501	0.216742	1.8314	0.396741	2	12.584972	-1.38556
646	1.52836	0.480714	0.566097	1.10938	0.245301	1.30554	0.319352	2	13.589356	-1.38556
647	1.20647	0.619071	0.792528	0.977171	0.502094	1.03584	0.516173	1	14.593741	-1.38556
648	1.30673	0.581288	0.53124	0.82394	0.374788	1.19128	0.448489	1	15.598125	-1.38556
649	1.10079	0.709155	0.521795	1.01091	0.366039	1.72754	0.648803	1	16.60251	-1.38556
650	1.31498	0.58535	0.587661	1.68812	0.203769	2.12968	0.448056	2	17.606895	-1.38556
651	1.12603	0.68686	0.565458	0.936047	0.414927	1.44092	0.607365	1	18.611279	-1.38556
652	1.33927	0.504296	0.538452	1.26367	0.214882	1.72492	0.381317	2	-19.55533	-2.41279
653	1.21717	0.545325	0.535295	0.9169	0.318366	1.40984	0.452959	1	-18.550945	-2.41279
654	1.29886	0.499513	0.454427	0.940163	0.241439	1.68925	0.393741	2	-17.54656	-2.41279
655	1.07413	0.549573	0.74847	1.35314	0.303988	1.6655	0.504456	2	-16.542175	-2.41279
656	1.22089	0.510825	0.546947	1.00211	0.278807	1.51272	0.413697	2	-15.537791	-2.41279
657	1.36609	0.676211	0.485497	0.916558	0.358186	1.39313	0.496292	1	-14.533407	-2.41279
658	1.35161	0.649625	0.445035	0.872727	0.331267	1.50651	0.490205	2	-13.529023	-2.41279
659	1.23679	0.461212	0.467379	0.729204	0.295611	1.23505	0.370973	1	-12.524638	-2.41279
660	1.24139	0.678165	0.738843	1.49592	0.334948	1.63216	0.546578	2	-11.520254	-2.41279
661	1.62804	1.59611	0.754802	0.97053	1.24133	0.79436	0.96878	3	-10.515869	-2.41279
662	1.70173	2.0072	0.695743	0.802924	1.73926	0.678949	1.15846	3	-9.5114851	-2.41279
663	2.13357	1.73845	0.73402	0.889386	1.43476	0.584207	0.813847	3	-8.5071011	-2.41279
664	2.17027	1.8148	0.954973	1.16763	1.48428	0.580217	0.833886	3	-7.5027161	-2.41279
665	1.91152	1.925	0.905059	0.990941	1.75816	0.585817	0.999181	3	-6.498332	-2.41279
666	1.68451	1.71382	0.750273	0.947407	1.35721	0.754979	0.997381	3	-5.4939475	-2.41279
667	1.88883	1.8775	0.80768	1.04095	1.45676	0.69006	0.979388	3	-4.489563	-2.41279
668	1.69722	1.95415	0.784337	1.03564	1.47996	0.793833	1.14422	3	-3.4851785	-2.41279
669	1.89361	1.65309	0.780062	1.21934	1.05755	0.821089	0.85787	3	-2.480794	-2.41279
670	2.09378	1.7577	0.789291	1.06902	1.29777	0.652072	0.825951	3	-1.4764097	-2.41279
671	2.25846	1.39095	0.83796	1.0327	1.12865	0.542749	0.607157	3	-0.47202519	-2.41279
672	2.15813	1.44378	0.893696	1.06237	1.21455	0.55769	0.663691	3	0.53235924	-2.41279
673	2.04147	1.49058	0.831493	0.936141	1.32395	0.574837	0.733193	3	1.5367436	-2.41279
674	1.75012	1.64721	0.775875	0.95903	1.33263	0.722113	0.938909	3	2.5411282	-2.41279
675	1.57434	1.47218	0.731748	0.971804	1.10852	0.856705	0.923689	3	3.5455124	-2.41279
676	1.88338	1.52427	0.732389	0.977336	1.14225	0.722897	0.801757	3	4.5498972	-2.41279
677	1.59958	1.62542	0.735183	1.05765	1.12984	0.900318	1.00501	3	5.5542812	-2.41279
678	1.64808	1.27363	1.02287	0.96604	1.34855	0.591857	0.78043	3	6.5586658	-2.41279
679	1.41563	0.921225	0.967571	0.937698	0.950573	0.705922	0.651284	3	7.5630503	-2.41279
680	0.969073	1.32405	0.87919	0.916885	1.26961	1.09596	1.37068	3	8.5674343	-2.41279
681	1.14401	0.600744	0.602477	0.881069	0.41079	1.29728	0.531671	1	9.5718193	-2.41279
682	1.38339	0.656173	0.536338	1.32344	0.265922	1.77877	0.485912	2	10.576203	-2.41279
683	1.38459	0.604975	0.640562	1.43268	0.270489	1.63794	0.436224	2	11.580588	-2.41279
684	1.46158	0.541628	0.656268	1.11233	0.319557	1.17621	0.371685	1	12.584972	-2.41279
685	1.54438	0.617855	0.509954	1.0053	0.313417	1.33694	0.411376	2	13.589356	-2.41279
686	1.30691	0.569372	0.528031	0.973126	0.308949	1.46094	0.451738	2	14.593741	-2.41279
687	1.24265	0.488511	0.584622	1.45524	0.196253	2.08999	0.399702	2	15.598125	-2.41279
688	1.47943	0.514973	0.508894	0.848181	0.308975	1.08905	0.346853	1	16.60251	-2.41279
689	1.36675	0.691431	0.595412	1.20576	0.341433	1.41129	0.49512	2	17.606895	-2.41279
690	1.51343	0.584499	0.640302	1.11993	0.334178	1.18273	0.389134	1	18.611279	-2.41279
691	1.1853	0.6509	0.815013	1.23083	0.431003	1.27983	0.555326	1	-19.55533	-3.44001
692	1.4059	0.71476	0.443578	0.943923	0.335887	1.54603	0.519219	2	-18.550945	-3.44001
693	1.43848	0.475077	0.538677	0.873178	0.293083	1.15567	0.33383	1	-17.54656	-3.44001
694	1.2743	0.526137	0.687871	1.12325	0.322203	1.28844	0.418931	1	-16.542175	-3.44001
695	1.15516	0.501971	0.489563	0.754059	0.325898	1.39881	0.436555	1	-15.537791	-3.44001
696	1.90965	0.492934	0.448256	1.04622	0.2112	1.21053	0.257545	2	-14.533407	-3.44001
697	1.41896	0.466551	0.520633	1.42128	0.170904	1.87874	0.323695	2	-13.529023	-3.44001
698	1.2827	0.587925	0.533845	0.829147	0.378534	1.20087	0.457417	1	-12.524638	-3.44001
699	1.48997	0.472863	0.441638	1.72692	0.120928	2.49842	0.324205	2	-11.520254	-3.44001
700	1.61122	1.037	0.751125	1.16313	0.669673	0.981214	0.646857	3	-10.515869	-3.44001
701	1.64637	2.33896	0.76868	1.07342	1.67494	0.8685	1.40961	3	-9.5114851	-3.44001
702	2.02858	1.70757	0.798691	0.886548	1.53835	0.560502	0.845482	3	-8.5071011	-3.44001
703	1.81109	2.01996	0.781553	1.20178	1.31363	0.88109	1.11521	3	-7.5027161	-3.44001
704	1.65493	1.80564	0.80406	1.14604	1.26684	0.871817	1.07573	3	-6.498332	-3.44001
705	2.10133	1.63037	0.773626	0.878379	1.43594	0.555955	0.773099	3	-5.4939475	-3.44001
706	1.93569	1.72828	0.765935	1.18594	1.1162	0.810972	0.879312	3	-4.489563	-3.44001
707	2.0314	1.65116	0.828651	0.956101	1.43106	0.575053	0.800288	3	-3.4851785	-3.44001
708	1.73389	1.58189	0.90226	0.938073	1.5215	0.619097	0.906191	3	-2.480794	-3.44001
709	2.21549	1.52128	0.699556	1.1441	0.930179	0.772436	0.690233	3	-1.4764097	-3.44001
710	1.69834	1.69249	0.732089	1.08016	1.14709	0.87144	0.972606	3	-0.47202519	-3.44001
711	2.04982	1.48998	0.815471	1.01245	1.2001	0.614973	0.725324	3	1.5367436	-3.44001
712	1.75352	1.27789	0.877104	1.06969	1.04781	0.702469	0.719643	3	2.5411282	-3.44001
713	1.87649	1.5304	0.910647	0.901843	1.54534	0.533588	0.813976	3	3.5455124	-3.44001
714	1.91291	1.22066	0.731021	0.864702	1.03195	0.633302	0.634369	3	4.5498972	-3.44001
715	1.70192	1.13379	0.940027	0.747525	1.42577	0.482072	0.673446	3	5.5542812	-3.44001
716	1.31018	0.855675	0.785174	0.807718	0.831793	0.7871	0.654219	3	6.5586658	-3.44001
717	1.44258	0.662532	0.654895	1.02368	0.423852	1.06997	0.46171	1	7.5630503	-3.44001
718	1.00973	1.14563	0.662508	0.787558	0.963724	1.19592	1.15137	3	8.5674343	-3.44001
719	1.304	0.644421	0.704157	1.23827	0.366457	1.32386	0.498703	1	9.5718193	-3.44001
720	1.05628	0.436693	0.65745	1.09295	0.262688	1.60547	0.409467	2	10.576203	-3.44001
721	1.44021	0.42337	0.572384	1.2461	0.194471	1.45848	0.293534	2	11.580588	-3.44001
722	1.67181	0.526977	0.506922	1.19297	0.223926	1.41632	0.319426	2	12.584972	-3.44001
723	1.34348	0.475207	0.64849	1.35877	0.226798	1.60692	0.353703	2	13.589356	-3.44001
724	1.29483	0.57122	0.773505	1.04164	0.424178	1.08669	0.449763	1	14.593741	-3.44001
725	1.54149	0.655495	0.736034	0.972258	0.496233	0.876844	0.423624	1	15.598125	-3.44001
726	0.97597	0.47496	0.618904	0.957001	0.307163	1.58552	0.475293	2	16.60251	-3.44001
727	1.25805	0.677851	0.797616	0.842086	0.642054	0.848437	0.541162	3	17.606895	-3.44001
728	1.35149	0.678391	0.67737	0.971939	0.472789	1.0596	0.502527	1	18.611279	-3.44001
729	1.03704	0.56581	0.825811	1.48862	0.313883	1.73492	0.549045	2	-19.55533	-4.46724
730	1.25812	0.644513	0.530048	1.43953	0.237316	2.22805	0.511763	2	-18.550945	-4.46724
731	1.42203	0.572633	0.640247	0.939588	0.390199	0.993111	0.39884	1	-17.54656	-4.46724
732	1.20742	0.603267	0.893091	1.0468	0.514687	0.99347	0.513712	1	-16.542175	-4.46724
733	1.08942	0.538361	0.829434	1.14224	0.390928	1.27225	0.490071	1	-15.537791	-4.46724
734	1.61427	0.721968	0.60922	1.02561	0.428854	1.0426	0.445916	1	-14.533407	-4.46724
735	1.1312	0.673307	0.582282	0.894776	0.438159	1.36152	0.604894	1	-13.529023	-4.46724
736	1.28189	0.637716	0.699129	1.11391	0.400252	1.23134	0.497029	1	-12.524638	-4.46724
737	1.53595	0.683145	0.502764	0.783309	0.438474	1.02829	0.447777	1	-11.520254	-4.46724
738	1.36899	0.811486	0.808582	1.20666	0.543778	1.09644	0.587174	1	-10.515869	-4.46724
739	1.92179	1.60965	0.881176	0.924474	1.53426	0.559636	0.831112	3	-9.5114851	-4.46724
740	1.91669	1.78202	0.767248	0.978784	1.39689	0.681091	0.921428	3	-8.5071011	-4.46724
741	1.65806	1.60614	0.889078	0.964597	1.48039	0.662788	0.957915	3	-7.5027161	-4.46724
742	2.11666	1.52626	0.760056	0.85851	1.35123	0.544547	0.715888	3	-6.498332	-4.46724
743	1.7537	1.45635	0.837579	0.977362	1.24806	0.682229	0.823074	3	-5.4939475	-4.46724
744	1.73037	1.41078	0.875459	1.05606	1.16951	0.728472	0.825176	3	-4.489563	-4.46724
745	1.95235	1.52395	0.868917	1.24652	1.06231	0.750206	0.777065	3	-3.4851785	-4.46724
746	1.73332	1.71085	0.887652	1.08294	1.40233	0.704114	0.96968	3	-2.480794	-4.46724
747	1.6919	1.27871	1.03352	1.13104	1.16846	0.660727	0.750023	3	-1.4764097	-4.46724
748	1.90304	1.59427	0.936907	1.01469	1.47205	0.556412	0.820416	3	-0.47202519	-4.46724
749	1.65964	1.36467	0.820382	0.987158	1.13412	0.73181	0.823162	3	0.53235924	-4.46724
750	1.7202	1.43542	0.663635	0.874133	1.08976	0.779371	0.82441	3	1.5367436	-4.46724
751	1.7933	1.44851	0.721512	0.864374	1.2091	0.674123	0.805433	3	2.5411282	-4.46724
752	1.7323	1.14061	0.797466	0.697378	1.30431	0.527752	0.668696	3	3.5455124	-4.46724
753	1.32119	0.729967	0.738993	0.75406	0.715381	0.790524	0.553667	3	4.5498972	-4.46724
754	1.22342	0.638418	0.480936	1.00821	0.304539	1.7299	0.525289	2	5.5542812	-4.46724
755	1.55772	0.707801	0.495002	1.04167	0.336348	1.3579	0.463173	1	6.5586658	-4.46724
756	1.29769	0.763968	0.620936	1.37726	0.344433	1.71533	0.599199	2	7.5630503	-4.46724
757	1.18593	0.701601	0.532925	1.62807	0.229658	2.52674	0.599585	2	8.5674343	-4.46724
758	1.2081	0.552546	0.68906	1.2561	0.303111	1.47344	0.46524	2	9.5718193	-4.46724
759	1.1511	0.595329	0.584786	1.05869	0.32884	1.54698	0.518482	1	10.576203	-4.46724
760	1.1815	0.8294	0.529397	1.54752	0.283733	2.49241	0.70852	2	11.580588	-4.46724
761	1.51887	0.604723	0.406119	1.38452	0.177382	2.32168	0.402545	2	12.584972	-4.46724
762	1.15251	0.623896	0.715954	1.02456	0.435973	1.2514	0.554285	1	13.589356	-4.46724
763	1.42406	0.549675	0.703313	1.03225	0.374514	1.06609	0.39016	1	14.593741	-4.46724
764	1.08555	0.496038	0.515625	1.34663	0.189933	2.40052	0.451862	2	15.598125	-4.46724
765	1.34407	0.654554	0.547236	1.29789	0.275984	1.77134	0.49673	2	16.60251	-4.46724
766	1.43302	0.41724	0.524707	1.43467	0.152599	1.75925	0.293872	2	17.606895	-4.46724
767	1.27268	0.690765	0.560694	0.970526	0.39907	1.33788	0.541706	1	18.611279	-4.46724
768	1.52138	0.768484	0.62455	0.907147	0.529083	1.00393	0.515818	1	-19.55533	-5.49447
769	1.48891	0.532863	0.446858	1.4016	0.169888	2.08968	0.36114	2	-18.550945	-5.49447
770	1.11178	0.656411	0.700913	1.52127	0.302435	2.016	0.603257	2	-17.54656	-5.49447
771	1.37835	0.497046	0.512897	1.7145	0.148693	2.20475	0.366777	2	-16.542175	-5.49447
772	1.17556	0.628631	0.636486	1.19074	0.33602	1.60427	0.538508	2	-15.537791	-5.49447
773	1.57729	0.701023	0.555792	1.0431	0.373524	1.18438	0.438904	1	-14.533407	-5.49447
774	1.5044	0.665284	0.641112	1.06251	0.401427	1.13946	0.452798	1	-13.529023	-5.49447
775	1.27592	0.683049	0.478461	1.34184	0.243556	2.07613	0.534015	2	-12.524638	-5.49447
776	1.12534	0.618193	0.692355	1.167	0.366759	1.50138	0.554555	1	-11.520254	-5.49447
777	1.06503	0.521296	0.726651	0.859033	0.440961	1.13817	0.490784	1	-10.515869	-5.49447
778	1.96717	1.87895	0.728446	0.472295	2.898	0.338585	0.9448	4	-9.5114851	-5.49447
779	1.95191	2.25479	0.888582	0.538513	3.72055	0.317218	1.1446	4	-8.5071011	-5.49447
780	2.32304	2.02975	0.798279	0.773915	2.09365	0.422843	0.859283	4	-7.5027161	-5.49447
781	2.27265	1.68075	0.841404	0.93666	1.50982	0.499382	0.738306	3	-6.498332	-5.49447
782	1.73333	1.52679	0.969275	1.01741	1.45455	0.615514	0.86713	3	-5.4939475	-5.49447
783	1.63229	1.61725	0.985334	1.09385	1.4568	0.688205	0.98405	3	-4.489563	-5.49447
784	1.61987	1.64958	0.777588	1.11151	1.15401	0.899524	1.01216	3	-3.4851785	-5.49447
785	1.63405	1.3796	0.899091	1.09495	1.13282	0.760555	0.836193	3	-2.480794	-5.49447
786	1.82561	1.28502	0.882319	1.15495	0.981686	0.727838	0.702453	3	-1.4764097	-5.49447
787	1.69741	1.41357	0.858114	1.07733	1.12593	0.739447	0.812525	3	-0.47202519	-5.49447
788	1.65729	1.11354	0.846638	0.907361	1.03902	0.676205	0.676599	3	0.53235924	-5.49447
789	1.7821	1.13496	0.774915	0.882416	0.996693	0.660317	0.632503	3	1.5367436	-5.49447
790	1.45569	0.752939	0.708518	0.912472	0.584644	0.915719	0.515583	3	2.5411282	-5.49447
791	1.33784	0.5941	0.694138	1.19345	0.345543	1.29489	0.447376	1	3.5455124	-5.49447
792	1.49242	0.73914	0.612007	0.84627	0.534533	0.935913	0.49991	1	4.5498972	-5.49447
793	1.07315	0.615047	0.960103	1.28166	0.460736	1.23676	0.577157	1	5.5542812	-5.49447
794	1.19815	0.699232	0.650601	1.01844	0.446685	1.36916	0.596667	1	6.5586658	-5.49447
795	1.2682	0.595425	0.745396	1.14469	0.387728	1.21386	0.465178	1	7.5630503	-5.49447
796	1.52401	0.49216	0.382717	0.852315	0.220996	1.46878	0.3187	2	8.5674343	-5.49447
797	1.23118	0.59839	0.65798	0.802773	0.490461	0.995427	0.492229	1	9.5718193	-5.49447
798	1.38804	0.595969	0.278764	0.706296	0.23522	1.86583	0.427542	2	10.576203	-5.49447
799	1.15351	0.537366	0.429238	0.627297	0.367701	1.31795	0.469557	1	11.580588	-5.49447
800	1.23074	0.589608	0.645531	1.32558	0.287128	1.72165	0.481309	2	12.584972	-5.49447
801	1.22445	0.528842	0.601648	0.724294	0.439292	0.990822	0.434032	1	13.589356	-5.49447
802	1.59807	0.458054	0.481256	0.940453	0.234399	1.26983	0.29337	2	14.593741	-5.49447
803	1.265	0.440666	0.431393	0.680428	0.279383	1.22354	0.352965	1	15.598125	-5.49447
804	1.20066	0.645284	0.692801	1.07576	0.415568	1.31746	0.536592	1	16.60251	-5.49447
805	1.2492	0.550467	0.783028	1.22787	0.351039	1.28774	0.439669	1	17.606895	-5.49447
806	1.48192	0.660994	0.371896	1.12405	0.218693	1.96799	0.4433	2	18.611279	-5.49447
807	1.53035	0.562071	0.543093	1.55447	0.196373	1.91893	0.377453	2	-19.55533	-6.52169
808	1.1746	0.469485	0.46252	0.968672	0.224169	1.8215	0.402789	2	-18.550945	-6.52169
809	1.26494	0.58769	0.638612	0.839721	0.446941	1.05789	0.477296	1	-17.54656	-6.52169
810	1.62945	0.560812	0.586131	0.842845	0.39	0.874299	0.342713	1	-16.542175	-6.52169
811	1.89402	0.564702	0.386121	0.836272	0.260733	1.20097	0.31086	2	-15.537791	-6.52169
812	1.13445	0.673074	0.548148	0.79022	0.466888	1.29723	0.592482	1	-14.533407	-6.52169
813	1.40029	0.722054	0.61302	0.962342	0.459954	1.12107	0.525423	1	-13.529023	-6.52169
814	1.28367	0.660434	0.386951	0.984897	0.259474	1.91087	0.518815	2	-12.524638	-6.52169
815	1.44209	0.632492	0.695805	1.5283	0.287961	1.55364	0.442775	2	-11.520254	-6.52169
816	1.66938	0.680221	0.635392	1.28464	0.336442	1.26252	0.416122	2	-10.515869	-6.52169
817	1.76627	0.81166	0.851218	0.986212	0.700558	0.675829	0.460573	3	-9.5114851	-6.52169
818	1.73545	1.00732	0.778933	0.541935	1.44783	0.411707	0.582338	3	-8.5071011	-6.52169
819	2.22487	1.37647	0.772326	0.5418	1.96213	0.33087	0.630614	4	-7.5027161	-6.52169
820	2.34157	1.74957	0.924237	0.61914	2.61171	0.294627	0.738643	4	-6.498332	-6.52169
821	2.07795	1.7371	0.93776	0.791811	2.05728	0.418879	0.833605	4	-5.4939475	-6.52169
822	1.89819	1.81102	0.769944	0.834207	1.67151	0.575363	0.947765	3	-4.489563	-6.52169
823	1.75465	1.57352	0.842285	0.94469	1.40295	0.6554	0.897787	3	-3.4851785	-6.52169
824	2.07381	1.50587	0.70219	0.780107	1.35547	0.539413	0.721472	3	-2.480794	-6.52169
825	1.64204	1.42103	0.552825	0.850432	0.923744	0.958185	0.85941	3	-1.4764097	-6.52169
