	HC	wG	D5G	D1G	D4D5G	DG	Phase	X	Y
1	0.313480077	55.1813	0.420421665	1.31598833	0.579773504	1.812915621	4	-42.708363	44.1157
2	0.331530558	56.368	0.440877785	1.359106752	0.496927291	1.777886565	3	-41.451542	44.1157
3	0.2539317	53.7235	0.352937104	1.502612412	0.418779813	2.191807113	4	-40.194717	44.1157
4	0.443183134	49.3241	0.567410624	1.311711236	0.6891947	2.159503683	4	-38.937897	44.1157
5	0.488758799	41.9417	0.619060289	1.524736316	0.847792446	2.293994967	4	-37.681076	44.1157
6	0.507922851	48.0022	0.64077839	1.455464523	0.769258651	2.339658174	4	-36.424252	44.1157
7	0.648866803	52.4767	0.80050635	0.91011191	0.884193651	1.393189665	4	-35.167431	44.1157
8	0.361133979	64.7851	0.47442654	1.204143962	0.483077754	1.760114231	3	-33.91061	44.1157
9	0.371716609	60.1458	0.486419548	1.134896808	0.555970269	1.726036701	3	-32.65379	44.1157
10	0.407879511	62.3053	0.527401985	1.067112764	0.591139893	1.749737891	3	-31.396967	44.1157
11	0.44254251	69.8958	0.566684622	0.759267786	0.682625127	1.430922141	3	-30.140144	44.1157
12	0.413353277	66.485	0.533605255	0.589160061	0.671654355	1.09342685	3	-28.883322	44.1157
13	0.328377696	53.2194	0.437304733	1.445877171	0.504266789	1.971174297	4	-27.626501	44.1157
14	0.304900299	53.1641	0.410698435	1.428661426	0.525297127	1.98657261	4	-26.369678	44.1157
15	0.346478604	47.0718	0.457818	1.633591235	0.557911184	2.215288344	4	-25.112856	44.1157
16	0.396135569	42.2673	0.514092893	1.304922984	0.581697109	2.144354985	4	-23.856035	44.1157
17	0.553591415	43.77	0.692533335	0.938108956	0.839432	1.755760101	4	-22.599213	44.1157
18	0.545647216	40.6105	0.68353039	1.117860348	0.817651145	1.617171092	4	-21.342392	44.1157
19	0.26000471	49.4504	0.359819481	1.488242108	0.499310744	2.200145211	4	-20.085569	44.1157
20	0.403935556	45.3659	0.522932407	1.671431453	0.711903103	2.271667613	4	-18.828747	44.1157
21	0.399540653	43.9624	0.517951783	1.218592892	0.60023616	1.966456548	4	-17.571926	44.1157
22	0.530015445	44.1134	0.665815328	1.124234941	0.747863656	1.788342193	4	-16.315104	44.1157
23	0.395053445	45.5348	0.512866551	1.462830248	0.664107251	2.021260335	4	-15.058282	44.1157
24	0.38188794	43.7349	0.497946442	1.786733829	0.558430087	2.51720776	4	-13.80146	44.1157
25	0.456941257	43.8087	0.583002332	1.560506342	0.730473931	2.20330561	4	-12.544639	44.1157
26	0.446577369	43.3921	0.571257217	1.44335132	0.642799268	1.988703385	4	-11.287816	44.1157
27	0.379769957	41.0504	0.495546189	1.610608468	0.545352065	2.288056948	4	-10.030994	44.1157
28	0.443268145	41.0524	0.567506964	1.320758901	0.67744848	1.927439015	4	-8.7741728	44.1157
29	0.430989097	38.6542	0.553591452	1.480795752	0.606680114	2.166422685	6	-7.5173512	44.1157
30	0.470860882	38.7503	0.598777065	1.352059733	0.685626933	2.104969582	6	-6.260529	44.1157
31	0.536899453	37.7383	0.673616787	1.512334922	0.752909849	2.203501202	6	-5.0037074	44.1157
32	0.491160854	38.9145	0.621782473	1.646401471	0.691166281	2.460372214	6	-3.7468853	44.1157
33	0.587454407	38.6005	0.730909347	1.479091357	0.813970743	2.316787228	6	-2.4900634	44.1157
34	0.680308187	37.0419	0.836138018	1.567717281	0.837695871	2.723772982	4	-1.2332417	44.1157
35	0.774763024	36.8021	0.943181124	1.404627177	1.156055701	2.084444123	4	0.023580147	44.1157
36	0.383186167	60.4317	0.499417687	1.242678213	0.679816946	1.283628901	3	1.2804019	44.1157
37	0	100	0	1.084170761	0.040950688	1.82365251	5	2.5372238	44.1157
38	0.595018695	100	0.739481749	0	0.739481749	0.70472869	5	3.7940457	44.1157
39	0.289070025	100	0.392758414	0.597998661	0.70472869	1.643690934	5	5.0508676	44.1157
40	0.305428254	100	0.411296753	0.820818813	1.045692273	4.544671699	5	6.3076892	44.1157
41	0.646117366	0	0.797390487	1.19819744	3.723852886	2.786994516	3	7.5645113	44.1157
42	0.763538533	100	0.930460713	0.583353803	1.588797076	1.386247607	5	8.8213329	44.1157
43	0.401945512	100	0.520677144	0.811269687	0.802893804	1.652891671	5	10.078155	44.1157
44	0.433991377	75.002	0.556993855	1.071405351	0.841621984	1.682302511	3	11.334977	44.1157
45	0.369600449	53.5578	0.484021362	1.260463201	0.61089716	1.868385003	4	12.591799	44.1157
46	0.478930198	58.3897	0.607921802	1.374872137	0.607921802	2.055498492	3	13.84862	44.1157
47	0.538374376	48.3384	0.675288277	1.547506991	0.680626355	2.286166561	4	15.105442	44.1157
48	0.38226197	100	0.49837032	0.858301613	0.73865957	1.600394249	5	16.362265	44.1157
49	0.401579523	100	0.520262379	0.889933875	0.742092636	1.911573666	5	17.619085	44.1157
50	0.541770697	100	0.679137236	0.55245898	1.021639791	1.873872398	5	18.875908	44.1157
51	0.614355389	100	0.7613955	1.069604337	1.321413419	2.774840162	5	20.13273	44.1157
52	0.683153727	100	0.839362791	1.362971514	1.705235825	2.797375831	5	21.389551	44.1157
53	0.866700413	100	1.047371275	1.009727966	1.434404317	2.707634808	5	22.646374	44.1157
54	0.787145511	100	0.957213861	0.980089751	1.697906843	1.962377687	5	23.903194	44.1157
55	0.45649766	100	0.582499614	0.722957329	0.982287935	2.109930147	5	25.160017	44.1157
56	0.628019387	100	0.776880538	0.643921632	1.386972817	1.102392712	5	26.41684	44.1157
57	0.218221945	0	0.312468206	0.812222738	0.45847108	2.112501795	3	27.67366	44.1157
58	0.544469293	100	0.682195482	1.001292446	1.300279057	1.7364966	5	28.930483	44.1157
59	0.199452248	100	0.291197017	0.52813144	0.735204154	1.429565802	5	30.187304	44.1157
60	0.408472821	100	0.528074366	0.409803816	0.901434362	1.552860986	5	31.444126	44.1157
61	0.506889338	100	0.639607138	0.702401526	1.143057171	1.944389307	5	32.700947	44.1157
62	0.604021709	100	0.74968462	0.787809125	1.241987781	2.223953396	5	33.957771	44.1157
63	0.707913117	100	0.867421937	0.58442617	1.436144272	1.739326101	5	35.214592	44.1157
64	0.602938513	100	0.748457063	0.788242398	1.15489993	2.378306978	5	36.471413	44.1157
65	0.816705067	100	0.990712905	0.88307623	1.590064579	0.88307623	5	37.728237	44.1157
66	0.358051994	55.3157	0.47093381	1.376229529	0.54556316	2.274616934	3	-42.708363	42.859
67	0.52903754	54.6873	0.664707094	0.9573576	0.898387405	1.29497699	3	-41.451542	42.859
68	0.193044064	55.4803	0.283934796	1.426381848	0.33761939	2.16129472	3	-40.194717	42.859
69	0.469830986	40.7149	0.597609912	1.221302999	0.734912872	1.813588073	4	-38.937897	42.859
70	0.429009009	39.8566	0.551347472	1.825126701	0.592285074	2.422908322	4	-37.681076	42.859
71	0.435349022	53.1865	0.558532436	1.491625952	0.597781621	2.190796973	3	-36.424252	42.859
72	0.491639207	43.9456	0.622324577	1.311211209	0.69917102	1.97500251	4	-35.167431	42.859
73	0.324547547	61.4076	0.432964129	1.251049446	0.663791301	2.03074161	3	-33.91061	42.859
74	0.394895582	59.3712	0.512687649	1.353026161	0.779692164	2.067842897	3	-32.65379	42.859
75	0.412910369	58.4936	0.533103319	1.212641833	0.714816736	1.941564438	3	-31.396967	42.859
76	0.50128451	49.5403	0.633255337	1.103075358	0.728922605	1.720655109	4	-30.140144	42.859
77	0.386423265	48.4451	0.503086202	1.625668998	0.617579751	2.152249171	4	-28.883322	42.859
78	0.34097878	48.4303	0.4515852	1.339188016	0.526580173	1.881217354	4	-27.626501	42.859
79	0.330983729	43.8301	0.440258079	1.736878962	0.542029337	2.072490147	4	-26.369678	42.859
80	0.199755962	44.3261	0.291541209	1.676003081	0.335611185	2.122459008	4	-25.112856	42.859
81	0.299459089	41.6357	0.404532059	1.57426656	0.446455927	2.08003889	4	-23.856035	42.859
82	0.346252587	44.0315	0.457561862	1.273385896	0.505772329	1.797889896	4	-22.599213	42.859
83	0.263792285	47.0222	0.364111838	1.548002864	0.524504	2.063204806	4	-21.342392	42.859
84	0.284958329	47.8824	0.388098741	1.545911851	0.515201942	2.075037791	4	-20.085569	42.859
85	0.40725324	45.8589	0.526692248	1.606228671	0.52912594	1.945810648	4	-18.828747	42.859
86	0.23260652	53.7396	0.328769854	1.363610395	0.339581976	1.790967172	3	-17.571926	42.859
87	0.299271666	47.6418	0.404319657	1.621428588	0.427356777	2.125548015	4	-16.315104	42.859
88	0.279422078	55.1007	0.381824657	1.257671989	0.504119428	2.031797723	4	-15.058282	42.859
89	0.501851981	44.5032	0.633898438	1.220225326	0.774125734	1.845283307	4	-13.80146	42.859
90	0.403043419	43.2225	0.521921373	1.417196191	0.625057981	2.210636562	4	-12.544639	42.859
91	0.570155852	41.3432	0.711305363	1.061193187	0.793440371	1.800893018	4	-11.287816	42.859
92	0.486655425	39.127	0.616676592	1.434971127	0.739699831	2.095503988	6	-10.030994	42.859
93	0.463084406	38.5961	0.589964196	1.446737297	0.66053286	2.016596308	6	-8.7741728	42.859
94	0.399622991	36.4837	0.518045094	1.710755989	0.569859011	2.425770687	6	-7.5173512	42.859
95	0.482574065	38.1568	0.612051298	1.604086449	0.715014698	2.290864723	6	-6.260529	42.859
96	0.463923683	39.0021	0.590915325	1.618661181	0.686778274	2.390288617	6	-5.0037074	42.859
97	0.547529086	39.585	0.685663062	1.43998612	0.771627436	2.17013026	6	-3.7468853	42.859
98	0.524407496	38.3621	0.659459991	1.683286161	0.73014414	2.408490584	6	-2.4900634	42.859
99	0.5262633	37.6869	0.661563124	1.484283504	0.725204423	2.273271315	6	-1.2332417	42.859
100	0.432757372	55.5839	0.55559539	1.081560707	0.788987811	0	3	0.023580147	42.859
101	0	23.947	0	0	0	0	1	1.2804019	42.859
102	0	100	0	0.49624109	0.34679647	1.659125047	5	2.5372238	42.859
103	0.600265631	100	0.745427959	0	1.162883958	0.809734678	5	3.7940457	42.859
104	0.177743797	100	0.266595418	0.525365922	0.809734678	2.417417762	5	5.0508676	42.859
105	0.729824747	100	0.892253793	1.173995504	1.89205184	1.999576597	5	6.3076892	42.859
106	0.210361529	100	0.303560209	0.664460023	0.825581093	1.311496339	5	7.5645113	42.859
107	0.513444846	100	0.647036316	0.529179557	0.647036316	1.228765363	5	8.8213329	42.859
108	0.348880254	100	0.460539725	0.701746292	0.699585807	1.401905768	5	10.078155	42.859
109	0.401447545	85.1684	0.520112811	0.96257556	0.700159476	1.672046966	3	11.334977	42.859
110	0.408393503	47.98	0.527984477	1.481406391	0.709471406	2.053749331	4	12.591799	42.859
111	0.199302167	62.164	0.291026934	1.194742444	0.572342939	1.925637266	3	13.84862	42.859
112	0.387659567	82.2069	0.50448727	1.06961696	0.730894822	1.927791889	3	15.105442	42.859
113	0.693363794	100	0.850933583	1.06387435	0.85817493	4.118840724	5	16.362265	42.859
114	0	27.1672	0	0.317898025	3.054966374	1.779310066	1	17.619085	42.859
115	0.574869973	100	0.716647748	0.841045904	1.461412041	2.142880336	5	18.875908	42.859
116	0.709967826	100	0.869750483	0.69211642	1.301834432	2.098162535	5	20.13273	42.859
117	0.747679922	100	0.912488579	0.904232198	1.406046116	4.599058142	5	21.389551	42.859
118	0	36.2231	0	2.619506107	3.694825944	3.397998931	1	22.646374	42.859
119	0.286762213	100	0.390143034	0.510450459	0.778492824	1.492122483	5	23.903194	42.859
120	0.559725067	100	0.699484436	0.772849037	0.981672024	2.01123128	5	25.160017	42.859
121	0.607874698	100	0.754051108	0.814172087	1.238382242	1.757640135	5	26.41684	42.859
122	0	100	0	1.001714037	0.943468048	2.346704012	5	27.67366	42.859
123	0.455003969	100	0.580806856	0.885107992	1.344989975	1.188476905	5	28.930483	42.859
124	-0.012104707	27.1672	0.051445255	0.79013687	0.303368913	1.696705774	3	30.187304	42.859
125	0.298442033	100	0.403379457	0.837360805	0.906568904	1.391506493	5	31.444126	42.859
126	0.431478155	100	0.554145688	0	0.554145688	1.17014375	5	32.700947	42.859
127	0.543314983	100	0.680887333	0.524700835	1.17014375	0	5	33.957771	42.859
128	0	18.1116	0	1.059355773	0	1.10444173	1	35.214592	42.859
129	-0.035881018	47.5427	0.024500206	0.052438124	0.045085957	1.269894246	3	36.471413	42.859
130	0.49831192	100	0.629886582	0.629486526	1.217456122	0.629486526	5	37.728237	42.859
131	0.438999169	48.9396	0.562669049	1.454494041	0.680430471	1.979829748	4	-42.708363	41.6024
132	0.370760227	45.9869	0.485335707	1.579214872	0.525335707	2.244351813	4	-41.451542	41.6024
133	0.481939988	41.9129	0.611332715	1.419555933	0.665136941	1.891528529	4	-40.194717	41.6024
134	0.307217912	38.6343	0.413324923	1.846460164	0.471972596	2.451287448	6	-38.937897	41.6024
135	0.415310534	39.6168	0.535823361	1.623453526	0.604827285	2.248929074	6	-37.681076	41.6024
136	0.420399403	41.0695	0.541590438	1.729584457	0.625475548	2.385481512	4	-36.424252	41.6024
137	0.224200401	49.5856	0.319243428	1.590222768	0.655897055	2.058871355	3	-35.167431	41.6024
138	0.271176016	99.7573	0.372479619	0.836392613	0.468648587	1.574855561	3	-33.91061	41.6024
139	0.462177189	69.8457	0.588936071	0.866938615	0.738462948	1.416539996	3	-32.65379	41.6024
140	0.307312628	62.2121	0.413432262	1.204067415	0.549601381	1.754870907	3	-31.396967	41.6024
141	0.427043502	47.8174	0.549120015	1.55210779	0.550803492	2.122226599	4	-30.140144	41.6024
142	0.393197174	49.1448	0.51076289	1.506732094	0.570118809	2.024642698	4	-28.883322	41.6024
143	0.351877467	45.7132	0.463936386	1.668247148	0.517910604	2.364599613	4	-27.626501	41.6024
144	0.448600673	43.0433	0.573550173	1.444912823	0.696352465	2.079415577	4	-26.369678	41.6024
145	0.444747351	41.6827	0.569183308	1.3446643	0.634502753	1.911269257	4	-25.112856	41.6024
146	0.363385566	39.7672	0.476978202	1.75396387	0.566604957	2.205500883	4	-23.856035	41.6024
147	0.288678699	49.7183	0.392314936	1.241433429	0.451537013	1.621200503	4	-22.599213	41.6024
148	0.228005102	60.27	0.323555193	1.205022133	0.379767074	1.862652726	3	-21.342392	41.6024
149	0.449746113	52.2955	0.57484827	1.10762792	0.657630593	1.979998214	4	-20.085569	41.6024
150	0.633893886	45.8007	0.783537949	1.449276653	0.872370294	2.053520635	4	-18.828747	41.6024
151	0.34554618	58.6137	0.45676131	1.359268511	0.604243982	1.929620919	3	-17.571926	41.6024
152	0.30677757	63.9678	0.412825895	1.191106938	0.570352408	1.695870172	3	-16.315104	41.6024
153	0.25991656	57.0906	0.359719583	1.22485501	0.504763234	1.746519059	3	-15.058282	41.6024
154	0.354374869	45.7644	0.466766624	1.543378866	0.521664049	2.189085451	4	-13.80146	41.6024
155	0.402605338	47.665	0.521424908	1.530241252	0.645706586	2.322455998	4	-12.544639	41.6024
156	0.559468335	39.0893	0.699193489	1.360755682	0.792214746	2.038747257	6	-11.287816	41.6024
157	0.473127946	38.7604	0.601346267	1.517611897	0.677991576	2.160527717	6	-10.030994	41.6024
158	0.451946883	37.1509	0.577342342	1.637655779	0.64291582	2.338331751	6	-8.7741728	41.6024
159	0.502997928	36.7777	0.635197108	1.539169204	0.700675972	2.154081042	6	-7.5173512	41.6024
160	0.411720272	37.6113	0.531754614	1.730667718	0.614911839	2.530794868	6	-6.260529	41.6024
161	0.571955705	38.5197	0.713345087	1.416064398	0.80012715	2.34221614	6	-5.0037074	41.6024
162	0.680073412	39.8533	0.835871954	1.144720086	0.926151743	1.760596743	6	-3.7468853	41.6024
163	0.485949562	37.5805	0.615876657	2.253684119	0.615876657	2.907216627	4	-2.4900634	41.6024
164	0.406641626	44.1464	0.525999123	1.620986451	0.653532508	2.212409819	4	-1.2332417	41.6024
165	0.450630558	100	0.575850587	0.934918211	0.591423368	1.812528704	5	0.023580147	41.6024
166	0.419894187	100	0.541017891	0	0.877610492	0	5	1.2804019	41.6024
167	0	0.001	0	0	0	1.232617518	2	2.5372238	41.6024
168	0.564743015	100	0.705171142	0	1.232617518	1.134816833	5	3.7940457	41.6024
169	0.49101031	100	0.621611866	0.312245354	1.134816833	1.2407986	5	5.0508676	41.6024
170	0.3315662	100	0.440918178	0.473663133	0.928553246	1.445716817	5	6.3076892	41.6024
171	0.208142318	100	0.301045238	0.691990133	0.972053683	1.662884322	5	7.5645113	41.6024
172	0.42998813	100	0.552457083	0.577363832	0.970894189	1.164505552	5	8.8213329	41.6024
173	0.460593853	87.8933	0.587141719	0.968214481	0.587141719	1.653640236	3	10.078155	41.6024
174	0.54223802	41.1051	0.679666841	1.800256017	0.685425755	2.397755372	4	11.334977	41.6024
175	0.373168645	43.6171	0.488065101	1.431015602	0.597499355	2.15410277	4	12.591799	41.6024
176	0.34335142	47.8028	0.454274048	1.405755919	0.723087168	2.418504375	3	13.84862	41.6024
177	0.597831933	56.5122	0.742669915	0.817283736	1.012748456	1.545626254	3	15.105442	41.6024
178	0.494394786	100	0.6254474	0.821082891	0.728342518	1.881200177	5	16.362265	41.6024
179	0.219756474	100	0.314207246	0.912192372	1.060117286	1.923080618	5	17.619085	41.6024
180	0.505410543	100	0.637931259	0.681998013	1.010888246	0.900529211	5	18.875908	41.6024
181	0.033483257	0	0.103108859	1.01277247	0.218531198	1.94401303	3	20.13273	41.6024
182	0.47052028	100	0.598391069	0.791596547	0.931240559	0.805888514	5	21.389551	41.6024
183	-0.057462057	100	4.29994e-05	0.842139086	0.014291967	3.281691171	5	22.646374	41.6024
184	0	24.9033	0	0.406534539	2.439552085	1.485592519	1	23.903194	41.6024
185	0.419907091	100	0.541032515	0.771230195	1.07905798	1.622784917	5	25.160017	41.6024
186	0.240240506	100	0.337421245	0.666289495	0.851554722	1.98869071	5	26.41684	41.6024
187	0.634089507	100	0.78375964	0.739025698	1.322401215	1.858471771	5	27.67366	41.6024
188	0.514109289	100	0.647789312	0.65496581	1.119446073	0	5	28.930483	41.6024
189	0	15.8477	0	0	0	0	2	30.187304	41.6024
190	0.194475201	100	0.285556665	0.573601114	0.763458204	2.035364223	5	31.444126	41.6024
191	0.646844115	100	0.798214092	0.654315492	1.461763109	1.701865744	5	32.700947	41.6024
192	0.474322524	100	0.602700049	0.514958887	1.047550252	1.750744605	5	33.957771	41.6024
193	0.630830004	100	0.780065735	0.318287184	1.235785718	1.114941932	5	35.214592	41.6024
194	0.422607651	100	0.544092987	0.268690008	0.796654747	0.316976885	5	36.471413	41.6024
195	-0.046262971	100	0.012734621	1.627033894	0.048286877	1.627033894	5	37.728237	41.6024
196	0.501453655	41.5134	0.633447026	1.389864877	0.636100893	1.903311715	4	-42.708363	40.3457
197	0.367117155	40.6589	0.481207111	1.717387876	0.513446837	2.145967552	4	-41.451542	40.3457
198	0.278034752	39.0339	0.380252438	1.571371199	0.428579676	2.069785818	4	-40.194717	40.3457
199	0.353616628	39.8382	0.46590733	1.525209492	0.498414619	2.071700609	4	-38.937897	40.3457
200	0.385567369	37.642	0.502116238	1.72004634	0.546491117	2.297897661	6	-37.681076	40.3457
201	0.373341975	41.615	0.488261532	1.723537841	0.577851321	2.346951366	4	-36.424252	40.3457
202	0.393810794	52.2883	0.511458289	1.589948634	0.623413524	2.312914898	4	-35.167431	40.3457
203	0.352873778	54.3085	0.465065478	1.551917439	0.722966264	2.360862434	3	-33.91061	40.3457
204	0.444466335	84.8697	0.56886484	0.841562125	0.808944995	1.459466874	3	-32.65379	40.3457
205	0.38400172	62.854	0.500341931	1.331702304	0.617904749	1.986600321	3	-31.396967	40.3457
206	0.389326569	54.297	0.506376438	1.420178202	0.654898016	2.218718559	4	-30.140144	40.3457
207	0.466837805	49.701	0.594217821	1.596799811	0.798540357	2.261954407	4	-28.883322	40.3457
208	0.437134325	40.6818	0.560555672	1.70472815	0.665154596	2.253757938	4	-27.626501	40.3457
209	0.421358203	40.829	0.54267702	1.292575464	0.549029787	1.829780894	4	-26.369678	40.3457
210	0.364856935	37.3884	0.478645665	1.704043273	0.53720543	2.488069371	6	-25.112856	40.3457
211	0.552287239	40.602	0.691055348	1.087097028	0.784026098	1.570396103	4	-23.856035	40.3457
212	0.287560824	50.3065	0.391048078	1.468326774	0.483299075	1.932061295	4	-22.599213	40.3457
213	0.202313816	68.7325	0.294439955	1.118428305	0.463734521	1.765343973	3	-21.342392	40.3457
214	0.355377819	55.4986	0.46790324	1.244387811	0.646915668	1.71943095	3	-20.085569	40.3457
215	0.361678065	65.816	0.475043138	1.269534415	0.475043138	1.975110896	3	-18.828747	40.3457
216	0.41166712	58.9976	0.531694379	1.376076858	0.705576481	1.880471502	3	-17.571926	40.3457
217	0.204862596	76.0932	0.297328418	1.22852038	0.504394645	1.89917067	3	-16.315104	40.3457
218	0.434092641	76.1438	0.557108614	0.871517086	0.67065029	1.55198634	3	-15.058282	40.3457
219	0.403296904	45.0141	0.52220864	1.750161285	0.680469254	2.372565071	4	-13.80146	40.3457
220	0.432202801	40.8753	0.55496691	1.893909693	0.622403787	2.708575321	4	-12.544639	40.3457
221	0.581502377	39.9763	0.724164071	1.300517675	0.814665629	2.060771783	6	-11.287816	40.3457
222	0.547368637	38.2293	0.68548123	1.350524592	0.760254109	1.911358402	6	-10.030994	40.3457
223	0.373111322	36.5254	0.488000139	1.802691644	0.560833809	2.490299106	6	-8.7741728	40.3457
224	0.482059339	36.9533	0.611467973	1.509993303	0.687607462	2.180391632	6	-7.5173512	40.3457
225	0.466121413	38.5229	0.593405954	1.594050634	0.67039833	2.189066928	6	-6.260529	40.3457
226	0.397897243	39.1069	0.51608935	1.710953385	0.595016294	2.451240151	6	-5.0037074	40.3457
227	0.51486391	39.3355	0.648644504	1.492903558	0.740286766	2.209047124	6	-3.7468853	40.3457
228	0.463146621	38.2511	0.590034702	2.136885099	0.716143565	2.66219093	4	-2.4900634	40.3457
229	0.28215651	62.407	0.384923515	1.139697798	0.525305832	2.111987663	3	-1.2332417	40.3457
230	0.455773556	100	0.581679007	0.552548493	0.972289866	1.77943509	5	0.023580147	40.3457
231	0.573202302	100	0.714757822	0	1.226886598	1.14452004	5	1.2804019	40.3457
232	0.463485397	100	0.590418628	0.287369847	1.14452004	1.362768097	5	2.5372238	40.3457
233	0.433933014	100	0.556927713	0.286459911	1.075398249	1.30473365	5	3.7940457	40.3457
234	0.828178925	100	1.003715917	0	1.018273739	1.126185434	5	5.0508676	40.3457
235	0.526745048	100	0.662109075	0.982222325	1.126185434	2.087483024	5	6.3076892	40.3457
236	0.500459511	100	0.632320389	0.697888811	1.1052607	1.790726114	5	7.5645113	40.3457
237	0.530031924	100	0.665834002	0.560352098	1.092837303	1.524633498	5	8.8213329	40.3457
238	0.395600659	100	0.513486695	0.80170331	0.9642814	1.482783319	5	10.078155	40.3457
239	0.388655467	61.5877	0.505615897	1.248543782	0.681080009	2.027125593	3	11.334977	40.3457
240	0.534169706	48.7441	0.670523239	1.328969882	0.778581811	1.962760819	4	12.591799	40.3457
241	0.20592859	48.8746	0.29853648	1.519709951	0.633790937	1.958608756	3	13.84862	40.3457
242	0.050589185	100	0.122494543	0.960495964	0.438898805	1.980997263	5	15.105442	40.3457
243	0.479602129	100	0.608683283	0.782727289	1.020501299	1.354976504	5	16.362265	40.3457
244	0.436331936	100	0.559646346	0.583630518	0.572249215	1.479835276	5	17.619085	40.3457
245	0.416816833	100	0.537530409	0.687462912	0.896204758	1.781878424	5	18.875908	40.3457
246	0.55582958	100	0.695069787	0.681034464	1.094415512	1.816650376	5	20.13273	40.3457
247	0.55182406	100	0.690530439	0.726393038	1.135615912	2.273547343	5	21.389551	40.3457
248	0.74087378	100	0.904775362	0.708267961	1.547154305	2.174540561	5	22.646374	40.3457
249	0	90.5576	1.419197405	0.210305193	1.466272601	1.241915561	1	23.903194	40.3457
250	0.435888762	100	0.55914411	0.659419332	1.031610368	1.872901761	5	25.160017	40.3457
251	0.578143117	100	0.720357113	0.799561272	1.213482429	2.29189681	5	26.41684	40.3457
252	0.708652323	100	0.868259659	0.316583362	1.492335538	0.316583362	5	27.67366	40.3457
253	0	0.001	0	0	0	1.028650615	2	28.930483	40.3457
254	0.846278635	100	1.024227827	0	1.028650615	1.090346735	5	30.187304	40.3457
255	0.904621959	100	1.090346735	0.765485036	1.090346735	1.85346539	5	31.444126	40.3457
256	0.316165468	100	0.423464946	0.630927375	1.087980355	2.006272515	5	32.700947	40.3457
257	0.639369854	100	0.789743715	0.00116657	1.37534514	1.844683187	5	33.957771	40.3457
258	0.19282274	6.79175	0.283683975	0	1.843516617	0	3	35.214592	40.3457
259	0.693205384	100	0.850754061	0.676009766	1.526898081	2.015156405	5	36.471413	40.3457
260	0.473897465	100	0.602218343	0.857563023	1.339146639	0.857563023	5	37.728237	40.3457
261	0.547228518	36.8954	0.685322437	1.455321864	0.769634574	1.970593412	6	-42.708363	39.089
262	0.349921998	36.1252	0.461720306	1.558026931	0.515271548	2.230232914	6	-41.451542	39.089
263	0.482384605	37.1286	0.611836587	1.208683317	0.672205983	1.886712646	6	-40.194717	39.089
264	0.472354726	38.255	0.600469998	1.13358411	0.678029329	1.744635586	6	-38.937897	39.089
265	0.437831158	40.1177	0.561345374	1.52061421	0.611051476	2.096141309	4	-37.681076	39.089
266	0.337756075	46.2145	0.447932996	1.61213431	0.5755271	2.067553827	4	-36.424252	39.089
267	0.34386546	54.9903	0.454856596	1.42498204	0.455419518	2.135434268	3	-35.167431	39.089
268	0.433552792	55.3159	0.556496818	1.154863281	0.710452228	1.638728171	4	-33.91061	39.089
269	0.330157974	68.0062	0.439322273	0.92737313	0.48386489	1.25347214	3	-32.65379	39.089
270	0.192227409	75.5536	0.283009303	1.001049377	0.32609901	1.649599069	3	-31.396967	39.089
271	0.345280408	50.9031	0.456460118	1.209292311	0.648549691	1.822014185	4	-30.140144	39.089
272	0.414357999	45.8852	0.534743879	1.351883562	0.612721874	1.948041181	4	-28.883322	39.089
273	0.425646725	41.7676	0.547537086	1.48704082	0.59615762	2.139221096	4	-27.626501	39.089
274	0.463469187	36.2263	0.590400257	1.614790702	0.652180276	2.211217373	6	-26.369678	39.089
275	0.40828203	36.4613	0.527858148	1.742251853	0.596426671	2.345450302	6	-25.112856	39.089
276	0.405101866	45.4475	0.524254155	1.20375101	0.603198449	1.822857363	4	-23.856035	39.089
277	0.405983903	52.8845	0.525253743	1.07485966	0.619106353	1.633591439	4	-22.599213	39.089
278	0.420318713	60.1694	0.541498994	0.762028933	0.558731779	1.248188885	3	-21.342392	39.089
279	0.238890258	64.1769	0.335891045	1.132970346	0.486159952	1.630795995	3	-20.085569	39.089
280	0.275417498	76.1219	0.377286376	1.070926071	0.497825649	1.776596839	3	-18.828747	39.089
281	0.426832663	59.9792	0.548881078	1.345831869	0.705670767	2.427565917	3	-17.571926	39.089
282	0.686104935	50.2346	0.842707315	0.997146792	1.081734048	1.536981855	4	-16.315104	39.089
283	0.405208114	60.6619	0.524374562	1.406197864	0.539835063	2.14540519	3	-15.058282	39.089
284	0.516326002	42.2256	0.650301453	1.53341271	0.739207326	2.110980766	4	-13.80146	39.089
285	0.389321185	43.2151	0.506370337	1.629406693	0.577568057	2.140660075	4	-12.544639	39.089
286	0.338335054	40.7336	0.448589137	1.891196624	0.511253382	2.650924067	4	-11.287816	39.089
287	0.545417123	38.3708	0.683269631	1.353749638	0.759727443	2.00329097	6	-10.030994	39.089
288	0.44747138	37.4917	0.572270377	1.489125741	0.649541333	2.099198156	6	-8.7741728	39.089
289	0.415303766	37.567	0.535815691	1.744176988	0.610072415	2.488272147	6	-7.5173512	39.089
290	0.527999163	38.1468	0.66353033	1.487967741	0.74409516	2.270092685	6	-6.260529	39.089
291	0.556806943	38.3411	0.696177406	1.31440356	0.782124944	2.193081914	6	-5.0037074	39.089
292	0.644513385	38.38	0.795572739	1.382796215	0.878678354	2.128040184	6	-3.7468853	39.089
